      x1        x2         z
   -0.4071   -0.6568   -0.6173
   -1.4482   -0.3841   -0.0755
   -0.9249   -1.4458   -0.1133
   -1.9066    1.8143    0.0019
    1.9191    0.5490    0.0199
    1.5867    1.8143    0.0059
    0.9437   -1.8447   -0.0288
    0.9437   -0.6568   -0.2966
    1.3614         0         0
    1.5867    0.5490    0.0667
    1.3614   -1.7458   -0.0138
   -0.6339    1.2694    0.2344
   -1.0969    1.0199    0.1716
    0.4345    1.7047    0.0969
   -1.9888    1.0199    0.0125
    2.1163    1.7047    0.0013
   -0.1989    0.3689    0.5912
    1.3614    1.9573    0.0061
   -1.9066    1.2694    0.0106
   -1.0969   -1.1440   -0.1516
   -1.9888    0.3689    0.0123
   -0.1989    1.7047    0.1138
    0.4345   -0.3841   -0.5763
   -0.9249   -0.8098   -0.3279
   -0.6339    1.9573    0.0287
    0.6109    1.0199    0.3832
    0.9437    0.8794    0.2656
    0.9437    0.3689    0.2392
    0.6109    1.9573    0.0293
    1.5867   -0.3841   -0.0502
    1.5867    1.5012    0.0158
    1.3614   -1.4458   -0.0354
    1.9191   -1.7458   -0.0024
   -0.4071   -0.8098   -0.6700
   -1.7202   -0.1999   -0.0216
    1.5867    1.0199    0.0474
   -1.9888   -1.1440   -0.0089
   -0.1989   -0.8098   -0.6955
   -1.9066   -1.9764   -0.0009
   -1.9888   -1.8447   -0.0013
    0.6109    0.8794    0.4657
   -0.7881   -1.8447   -0.0321
    1.9191   -1.0446   -0.0132
    0.9437   -1.4458   -0.1009
    1.3085    1.7047    0.0212
    2.1163    0.1830    0.0043
   -0.6339    1.7047    0.0700
         0    0.5490    0.7202
    0.1872   -1.8447   -0.0619
   -1.0969   -0.3841   -0.1748
         0    1.9573    0.0396
    2.1163    1.0199    0.0072
    0.4345    1.8143    0.0598
   -1.0969   -1.0446   -0.1678
         0   -1.0446   -0.6023
    0.9437    1.5012    0.0808
   -1.4482    1.9573    0.0048
   -0.7881    0.1830    0.1796
    0.8010         0         0
    1.3614   -1.8447   -0.0106
   -0.4071    1.9573    0.0334
    0.8010    1.5012    0.1118
    1.3614   -1.0446   -0.0823
    0.6109   -0.1999   -0.2705
         0    1.5012    0.2108
    1.5867         0         0
   -1.9888    0.5490    0.0160
    1.9191    1.7047    0.0029
    1.3085   -1.1440   -0.0927
   -0.9249    0.5490    0.3118
    0.1872   -1.0446   -0.5073
    2.1163   -0.1999   -0.0045
    0.4345   -1.9764   -0.0302
    0.4345    0.1830    0.2721
   -1.0969   -1.8447   -0.0191
   -1.9066   -1.0446   -0.0167
    1.3085   -0.1999   -0.0723
    1.3614   -0.8098   -0.1069
   -1.9888         0         0
    0.8010   -1.9764   -0.0178
   -1.4482   -0.8098   -0.0931
   -0.9249    1.2694    0.1516
   -1.4482   -1.0446   -0.0782
   -0.7881   -0.3841   -0.3658
   -0.1989   -1.4458   -0.2584
   -1.9066    1.9573    0.0011
    0.9437   -1.7458   -0.0358
    0.4345   -0.8098   -0.6717
    1.3085    0.1830    0.0667
   -1.7202    1.5012    0.0106
    0.9437    0.1830    0.1501
    0.4345    1.5012    0.1773
   -1.9888    0.1830    0.0064
   -1.0969    0.8794    0.2215
    0.4345    0.8794    0.6211
    0.9437    1.9573    0.0181
   -1.0969    1.2694    0.1091
    1.9191    0.1830    0.0093
    0.4345   -1.0446   -0.4424
   -1.9888   -1.4458   -0.0046
    1.9191    1.8143    0.0017
    1.9191   -0.8098   -0.0181
    2.1163         0         0
    1.3085   -0.3841   -0.1096
    1.3614    0.1830    0.0537
   -1.7202   -1.9764   -0.0018
    0.8010    0.5490    0.4213
   -1.9888    1.5012    0.0037
   -0.9249    1.0199    0.2576
   -0.7881    0.5490    0.4016
   -1.9066    1.7047    0.0030
   -1.4482    1.2694    0.0501
   -0.6339   -1.1440   -0.3549
   -1.0969    0.5490    0.2188
    0.8010   -1.7458   -0.0467
         0   -0.8098   -0.6915
   -1.0969   -1.7458   -0.0262
   -1.4482    1.7047    0.0145
   -1.9066   -1.8447   -0.0018
   -1.4482   -1.9764   -0.0048
   -0.4071   -0.1999   -0.3303
    2.1163    1.9573    0.0005
    0.6109   -1.7458   -0.0654
   -1.9066   -0.3841   -0.0156
    0.6109    1.8143    0.0491
   -1.9066    0.1830    0.0099
    1.5867   -1.4458   -0.0191
   -1.4482    0.5490    0.0884
   -0.4071    1.7047    0.0902
    1.5867   -1.8447   -0.0052
   -1.9888   -0.6568   -0.0138
   -1.9066   -0.8098   -0.0208
    1.5867    0.3689    0.0500
   -0.7881    1.5012    0.1222
    1.3085    1.5012    0.0358
   -1.9888   -1.7458   -0.0019
    1.3085   -1.9764   -0.0062
    1.3085   -1.7458   -0.0172
   -1.4482    1.5012    0.0282
    1.3085   -1.4458   -0.0458
   -1.7202    1.2694    0.0187
   -0.6339    1.5012    0.1378
   -1.4482    0.8794    0.0811
    0.8010   -0.8098   -0.4050
    2.1163   -1.7458   -0.0010
         0         0         0
    1.9191   -1.9764   -0.0010
    1.3085    1.8143    0.0131
   -1.9888    1.7047    0.0019
    2.1163    1.2694    0.0042
    0.6109    0.1830    0.2593
   -1.9888    1.2694    0.0080
    0.9437   -1.0446   -0.2527
   -0.1989    0.8794    0.6171
   -0.7881    1.0199    0.2995
         0    1.0199    0.6245
    0.1872   -1.7458   -0.0921
   -1.7202   -1.8447   -0.0035
         0    0.3689    0.6299
   -1.9066    0.3689    0.0179
   -0.7881   -1.4458   -0.1364
   -0.6339         0         0
    0.1872    1.7047    0.1052
   -0.9249   -0.1999   -0.1523
   -0.9249    1.9573    0.0175
   -0.4071   -0.3841   -0.5991
    0.6109   -1.8447   -0.0483
    1.3614   -1.9764   -0.0060
   -0.4071    0.3689    0.5853
   -0.1989    1.5012    0.2101
    1.3085    0.8794    0.1308
    1.3085    0.3689    0.1216
         0    1.8143    0.0682
   -1.9888   -0.3841   -0.0135
   -1.7202    0.3689    0.0323
    1.5867   -1.9764   -0.0030
   -0.4071   -1.4458   -0.2002
    1.9191   -1.4458   -0.0063
   -0.6339    0.8794    0.5182
   -0.6339   -1.9764   -0.0256
    0.1872   -0.3841   -0.6311
   -1.4482    0.1830    0.0467
    0.8010   -0.1999   -0.2113
   -1.7202    1.7047    0.0054
    1.9191    0.3689    0.0145
    0.6109    1.2694    0.2384
    1.5867    1.9573    0.0035
   -0.7881   -1.1440   -0.2498
    2.1163    0.8794    0.0089
    1.9191    1.9573    0.0009
   -1.9066   -0.1999   -0.0097
    1.3614    1.5012    0.0334
    2.1163   -0.6568   -0.0085
    2.1163   -1.8447   -0.0007
   -0.7881    1.9573    0.0211
    0.6109         0         0
   -1.9066    1.0199    0.0149
    2.1163   -1.9764   -0.0004
    1.3614    0.8794    0.1076
         0   -1.9764   -0.0364
   -0.1989    1.0199    0.6151
   -1.0969    1.7047    0.0315
   -1.4482   -1.4458   -0.0280
    0.4345   -1.1440   -0.3839
   -1.7202   -0.3841   -0.0326
    1.3085   -1.8447   -0.0109
    1.3085         0         0
    1.9191    1.5012    0.0050
   -1.7202    0.1830    0.0193
   -0.9249   -1.0446   -0.2349
   -0.4071    0.8794    0.5691
   -1.9066   -1.4458   -0.0060
   -1.7202    0.8794    0.0355
    1.9191    0.8794    0.0190
    1.3085    1.0199    0.1135
         0    1.2694    0.3540
    1.5867   -0.6568   -0.0621
    1.3614    1.8143    0.0106
   -1.7202   -1.1440   -0.0252
   -1.0969    1.5012    0.0583
    2.1163   -1.4458   -0.0030
   -0.6339   -0.8098   -0.4778
    2.1163    1.5012    0.0022
   -0.1989         0         0
    0.6109   -0.6568   -0.5616
   -1.7202   -0.6568   -0.0452
   -0.9249         0         0
   -0.1989   -1.7458   -0.0931
   -1.9066         0         0
    0.4345   -1.8447   -0.0535
    1.3614    1.7047    0.0179
    0.4345   -0.6568   -0.6991
    1.9191   -0.6568   -0.0212
   -0.9249   -1.1440   -0.2139
    1.5867   -1.7458   -0.0074
    1.5867   -1.1440   -0.0434
    1.9191    1.2694    0.0097
   -1.9888   -1.9764   -0.0007
   -0.7881   -1.9764   -0.0213
   -0.6339    0.3689    0.4556
   -0.4071         0         0
         0   -0.6568   -0.7215
   -1.4482   -1.8447   -0.0080
   -1.0969   -1.9764   -0.0111
    0.9437   -0.8098   -0.3035
    0.1872   -0.8098   -0.7897
    0.4345   -1.7458   -0.0726
    0.8010    1.9573    0.0232
    0.6109   -0.3841   -0.4310
    0.1872    1.0199    0.5244
   -0.4071   -1.0446   -0.4584
   -1.7202         0         0
    2.1163    0.3689    0.0077
   -0.9249   -1.7458   -0.0394
    0.4345    0.5490    0.6684
    0.6109   -1.4458   -0.1848
   -0.4071    1.8143    0.0645
   -1.7202   -1.4458   -0.0130
    1.9191         0         0
   -0.1989   -0.3841   -0.6051
    1.9191   -1.1440   -0.0118
   -1.9888    1.9573    0.0008
   -1.9066   -0.6568   -0.0216
         0   -1.1440   -0.4790
    0.6109   -1.9764   -0.0242
   -0.7881    0.3689    0.3541
    1.5867    1.7047    0.0084
   -0.7881   -0.1999   -0.2148
   -1.7202   -1.7458   -0.0051
    0.1872   -1.9764   -0.0368
   -0.9249    0.1830    0.1554
    0.1872    0.1830    0.3638
    1.3085    1.2694    0.0698
   -0.4071   -1.1440   -0.4361
   -0.6339   -1.4458   -0.1774
    0.4345    1.9573    0.0334
         0   -0.3841   -0.6944
   -1.4482   -0.6568   -0.0893
   -0.4071    1.5012    0.1896
   -1.0969   -0.8098   -0.2242
    2.1163   -1.0446   -0.0071
   -1.7202    0.5490    0.0411
   -0.9249   -1.8447   -0.0259
    0.1872   -0.1999   -0.3533
   -0.6339    1.8143    0.0526
   -0.9249   -0.3841   -0.2696
   -0.6339    1.0199    0.4373
    0.9437    0.5490    0.3350
   -0.4071   -1.8447   -0.0563
   -1.0969    1.9573    0.0127
   -0.6339   -0.1999   -0.2308
    1.3085    0.5490    0.1282
    2.1163   -1.1440   -0.0053
         0   -0.1999   -0.3931
   -1.4482    0.3689    0.0776
    1.5867    1.2694    0.0289
   -0.4071   -1.7458   -0.0814
    0.9437    1.7047    0.0455
    0.4345    0.3689    0.5558
    1.3614   -0.6568   -0.1147
    1.3085    1.9573    0.0079
    2.1163   -0.8098   -0.0078
    0.1872    1.5012    0.2140
    0.8010    1.2694    0.2184
    1.9191    1.0199    0.0161
    0.8010   -0.3841   -0.3194
   -0.7881         0         0
    1.3614    0.3689    0.0922
    1.3614   -0.1999   -0.0583
    1.5867    0.1830    0.0306
    0.1872    1.2694    0.3785
    0.4345    1.0199    0.5248
   -0.6339    0.5490    0.4772
    1.9191   -0.3841   -0.0175
   -0.7881    0.8794    0.3670
    0.8010    1.0199    0.3249
   -1.4482   -1.7458   -0.0112
   -1.0969         0         0
    0.1872    0.5490    0.6737
   -0.1989   -0.6568   -0.8009
    0.8010   -1.1440   -0.2772
   -1.0969   -0.1999   -0.1214
   -0.9249    0.8794    0.2746
    1.3614   -1.1440   -0.0789
    0.1872    0.8794    0.7460
   -1.9888   -0.1999   -0.0072
   -0.1989    0.1830    0.3417
   -0.6339   -1.8447   -0.0397
   -0.1989    1.9573    0.0387
    0.8010   -1.4458   -0.1183
   -1.7202   -1.0446   -0.0304
   -1.9888   -0.8098   -0.0130
    0.1872    1.9573    0.0372
    1.3614    0.5490    0.1276
   -0.7881   -0.8098   -0.3898
