      x1        x2         z
   -2.9369    1.4013    0.0214
   -1.8860    2.3240    0.0786
    2.6259         0    0.0241
    1.3606   -0.8842    0.7950
   -1.8973   -3.0484    0.0000
   -2.7638   -1.3024    0.0002
         0         0    0.2874
   -0.9412   -1.3024    0.0254
   -0.5923   -0.5885    0.1243
    2.1128    2.0433    0.0001
    2.2370   -1.3024    0.1993
   -0.5923   -2.7761    0.0034
   -0.9412   -1.7931    0.0115
    2.2370         0    0.0852
    1.1378    0.8699    0.0427
    2.1128    1.7445    0.0002
   -0.2701    2.9243    0.0136
   -1.8860   -0.5885    0.0394
         0    2.0433    0.1321
    0.6269    1.2464    0.0738
    2.8666    1.2464    0.0002
    1.3606   -1.9031    0.4043
    0.2933    2.8027    0.0067
   -1.1384   -1.7931    0.0055
    0.6269    1.7445    0.0450
    2.1128   -0.8842    0.2741
    2.1128   -3.0484    0.0040
    1.3606   -0.5885    0.7053
   -1.8973    1.2464    0.4530
   -2.4850    2.9243    0.0027
    0.2933    0.3226    0.2394
    0.6269   -1.3962    0.7217
   -2.4850         0    0.0392
   -0.9412   -0.5885    0.1072
    1.3606   -1.3024    0.8755
   -2.7638   -1.3962    0.0001
   -2.7638    1.4013    0.0344
    2.8666    0.3226    0.0059
   -0.5923   -1.9031    0.0344
   -2.7638    1.2464    0.0461
   -1.8860    0.8699    0.4804
   -0.2701    2.3240    0.0927
    1.3606    1.2464    0.0089
   -2.9369   -2.2171    0.0000
    1.1378   -1.3024    0.8438
    1.1378    1.2464    0.0175
    1.9628   -1.7931    0.2149
    0.9481    2.9243    0.0005
    2.6259   -2.7761    0.0030
   -0.2701    1.7445    0.3605
   -2.9369   -1.3024    0.0001
   -1.3664    1.4013    0.7961
    2.6259   -1.9031    0.0291
    1.3606   -2.2171    0.1849
   -2.9369   -0.2792    0.0047
    2.8666   -0.2792    0.0187
    1.9628    2.8027    0.0000
   -0.9412    2.9243    0.0242
   -2.9369   -1.3962    0.0001
    0.9481   -1.9031    0.4550
   -0.5923   -2.2171    0.0176
    1.3606    0.8699    0.0321
   -1.8973   -0.5885    0.0343
   -2.4850    1.2464    0.0963
   -1.8973    2.3240    0.0791
    0.9481         0    0.4035
    0.6269   -0.5885    0.7876
   -1.3664    2.3240    0.1656
    1.3606    1.4013    0.0059
   -1.8860   -1.3024    0.0027
   -0.9412    2.3240    0.1893
   -1.8860   -2.2171    0.0001
   -0.5923   -1.3962    0.0753
    0.9481   -0.8842    0.9598
   -2.4850    1.4013    0.0998
   -2.7638    0.8699    0.0446
    0.2933   -2.7761    0.0244
    2.8666   -1.3024    0.0265
   -1.8973    2.0433    0.1599
    1.1378   -0.2792    0.5299
   -0.9412    2.8027    0.0369
    0.2933   -1.3962    0.5631
   -2.9369   -1.7931    0.0000
   -0.9412   -3.0484    0.0003
   -2.9369    0.8699    0.0241
    2.6259   -0.8842    0.0740
   -0.5923    2.3240    0.1323
    2.1128    2.3240    0.0000
   -2.9369    0.5511    0.0178
    0.9481    0.5511    0.1188
    2.8666   -0.8842    0.0285
   -2.4850    2.3240    0.0178
    2.6259    2.0433    0.0000
   -1.1384   -1.9031    0.0050
    2.8666    0.5511    0.0029
   -2.9369    2.3240    0.0043
         0    0.5511    0.3066
   -0.9412    1.4013    0.8536
   -1.1384   -0.8842    0.0364
   -0.5923    0.3226    0.5192
   -2.4850   -1.3962    0.0004
    0.2933         0    0.2896
   -0.9412   -1.9031    0.0109
    2.1128         0    0.1009
   -1.1384    1.4013    0.9067
   -1.3664         0    0.3157
         0    1.4013    0.3392
    0.2933    1.4013    0.1722
    2.6259    2.3240    0.0000
   -0.2701    2.0433    0.2131
   -2.7638   -1.9031    0.0000
   -1.1384    1.2464    0.8889
    2.6259   -3.0484    0.0012
    2.8666   -2.2171    0.0065
   -1.1384   -2.2171    0.0025
    0.6269    0.5511    0.1344
   -0.2701   -1.3962    0.1894
   -0.5923   -0.2792    0.2295
   -0.2701    0.8699    0.5432
   -1.1384   -0.2792    0.1890
    2.8666    2.9243    0.0000
   -0.9412    1.2464    0.8824
   -0.2701    0.5511    0.4523
   -1.8973    0.8699    0.4814
    2.6259    1.2464    0.0005
   -0.9412   -2.2171    0.0056
    0.6269   -1.7931    0.4399
    1.9628    2.9243    0.0000
    1.9628    1.4013    0.0013
   -1.1384    2.0433    0.3368
    1.9628    0.8699    0.0122
   -2.9369    2.8027    0.0009
    0.6269   -1.9031    0.3784
    2.8666         0    0.0124
   -2.4850   -1.9031    0.0000
   -2.7638    0.5511    0.0355
   -0.2701    1.4013    0.4562
    0.9481    2.3240    0.0041
         0    0.3226    0.2704
   -2.4850    2.0433    0.0347
   -0.9412   -0.8842    0.0508
   -1.1384    2.8027    0.0404
   -0.5923    0.8699    0.9004
    1.3606         0    0.3376
    1.3606    2.8027    0.0002
    1.1378    0.5511    0.0943
         0   -0.5885    0.3618
    1.3606   -1.3962    0.7298
    1.1378   -1.9031    0.4294
    1.1378    1.7445    0.0064
         0   -0.8842    0.3958
   -1.3664   -1.9031    0.0018
   -1.8860         0    0.1521
   -0.2701   -2.7761    0.0085
    2.1128    0.3226    0.0535
   -1.1384   -2.7761    0.0004
    1.1378   -1.7931    0.5732
    1.1378    0.3226    0.1699
    2.2370    2.8027    0.0000
    1.9628   -1.3024    0.3447
   -1.3664   -1.3024    0.0070
    0.2933    2.9243    0.0044
   -1.8973    0.5511    0.3848
    1.9628   -0.5885    0.3141
   -2.9369   -0.8842    0.0007
   -1.1384   -0.5885    0.0872
    2.1128   -2.7761    0.0121
   -2.7638   -2.2171    0.0000
         0   -3.0484    0.0056
    2.1128    0.8699    0.0086
   -0.9412   -2.7761    0.0010
    2.8666   -0.5885    0.0265
   -1.8860    2.0433    0.1483
    0.9481   -1.7931    0.5355
   -2.7638    0.3226    0.0267
   -1.3664    0.5511    0.7679
   -1.3664    1.2464    0.8633
    0.9481   -0.5885    0.8334
   -1.8860    1.7445    0.2661
    2.8666    2.3240    0.0000
    2.6259    1.4013    0.0002
    2.2370   -2.7761    0.0085
   -2.4850   -0.5885    0.0080
   -2.4850    0.5511    0.0841
    0.6269    2.8027    0.0026
   -1.3664   -1.3962    0.0059
   -1.8860    2.8027    0.0183
    1.3606    0.3226    0.1628
   -1.3664   -2.7761    0.0002
    2.6259   -0.5885    0.0566
   -2.9369    1.7445    0.0126
    2.8666   -2.7761    0.0012
    0.9481    1.2464    0.0273
    1.1378    2.0433    0.0039
    0.6269   -2.7761    0.0404
    2.2370    1.2464    0.0013
   -0.5923    0.5511    0.6787
    0.2933    1.7445    0.1161
   -2.9369    0.3226    0.0142
   -2.7638   -3.0484    0.0000
   -1.8860    1.4013    0.3694
   -2.9369    2.0433    0.0078
   -1.3664    1.7445    0.4759
    1.1378   -2.7761    0.0426
    1.1378         0    0.3435
         0    2.3240    0.0582
    0.9481    2.0433    0.0077
    2.6259   -0.2792    0.0393
   -2.9369         0    0.0080
   -0.5923    1.4013    0.6793
         0   -2.7761    0.0155
    2.2370    1.4013    0.0008
   -0.2701    2.8027    0.0209
    1.9628   -1.9031    0.1647
